n,edgeList,queries
,"[606, 130, 104]","[66186, 92251, 136971259]"
,"[703, 525, 50]","[18026, 69077, 157877255]"
,"[703, 525, 179]","[41041, 66114, 384995081]"
,"[673, 129, 14]","[61107, 92630, 480871274]"
,"[673, 129, 293]","[1140, 21992, 604054704]"
,"[581, 753, 22]","[73018, 83457, 41905978]"
,"[581, 753, 127]","[59142, 92721, 886818443]"
,"[940, 742, 45]","[15315, 79825, 823139806]"
,"[940, 742, 289]","[83896, 48255, 452003132]"
,"[724, 796, 20]","[3686, 45060, 997282131]"
,"[724, 796, 447]","[17329, 66857, 902579301]"
,"[623, 428, 50]","[47302, 84447, 757087503]"
,"[623, 428, 334]","[89292, 49285, 158007104]"
,"[187, 449, 27]","[44643, 42713, 689075727]"
,"[187, 449, 339]","[67887, 10208, 749331655]"
,"[514, 293, 22]","[98437, 31762, 801343509]"
,"[514, 293, 319]","[54628, 49742, 438701382]"
,"[533, 964, 50]","[11043, 69850, 595734862]"
,"[533, 964, 217]","[4350, 6771, 661990008]"
,"[312, 650, 10]","[85861, 90071, 491505245]"
,"[312, 650, 256]","[20346, 36049, 988335556]"
,"[416, 789, 25]","[48379, 79105, 400025810]"
,"[416, 789, 146]","[42576, 19052, 101234059]"
,"[649, 81, 9]","[18024, 17753, 112262631]"
,"[649, 81, 473]","[43105, 48447, 435086675]"
,"[245, 967, 10]","[89378, 25150, 114541346]"
,"[245, 967, 184]","[88014, 36364, 707765748]"
,"[589, 58, 10]","[34253, 87252, 30341462]"
,"[589, 58, 480]","[35174, 42422, 732296644]"
,"[292, 567, 36]","[57193, 65839, 863157614]"
,"[292, 567, 105]","[34399, 63576, 947019803]"
,"[985, 971, 32]","[59720, 42631, 893469174]"
,"[985, 971, 446]","[57286, 21175, 408829541]"
,"[520, 954, 13]","[81408, 15356, 309234445]"
,"[520, 954, 345]","[22920, 94970, 173903661]"
,"[509, 527, 48]","[84598, 76260, 156043606]"
,"[509, 527, 446]","[59834, 13905, 4539753]"
,"[909, 545, 49]","[50421, 77745, 517595884]"
,"[909, 545, 163]","[53208, 58543, 339625454]"
,"[415, 14, 44]","[95939, 44086, 673419758]"
,"[415, 14, 197]","[67933, 32471, 873268640]"
,"[932, 851, 5]","[12623, 10473, 60403535]"
,"[932, 851, 465]","[69791, 13751, 178066301]"
,"[435, 719, 39]","[25201, 35117, 988940265]"
,"[435, 719, 483]","[70323, 78929, 265895174]"
,"[353, 250, 47]","[24384, 28158, 418484893]"
,"[353, 250, 370]","[38187, 83635, 359047308]"
,"[700, 623, 7]","[11948, 88190, 125434559]"
,"[700, 623, 410]","[71474, 56673, 349540920]"
,"[459, 987, 15]","[80297, 68582, 681140870]"
,"[459, 987, 445]","[11283, 61208, 795577335]"
,"[952, 903, 38]","[99355, 56490, 989974633]"
,"[952, 903, 215]","[654, 72526, 781235939]"
,"[179, 76, 28]","[87073, 6231, 508647017]"
,"[179, 76, 168]","[78803, 37156, 897052907]"
,"[526, 361, 8]","[52929, 53833, 764672758]"
,"[526, 361, 316]","[14361, 29592, 65026316]"
,"[507, 388, 15]","[26401, 3074, 781868445]"
,"[507, 388, 291]","[31059, 45491, 411210881]"
,"[993, 115, 26]","[19105, 82538, 189669755]"
,"[993, 115, 447]","[11250, 24861, 969255263]"
,"[255, 851, 39]","[44467, 1770, 429165338]"
,"[255, 851, 492]","[34532, 61690, 143101867]"
,"[878, 120, 23]","[88348, 3208, 708168664]"
,"[878, 120, 253]","[82758, 77658, 401686694]"
,"[494, 300, 21]","[69862, 61470, 434027890]"
,"[494, 300, 209]","[1579, 88771, 74148917]"
,"[2, 755, 45]","[91617, 83310, 980072041]"
,"[2, 755, 391]","[21006, 97381, 794284475]"
,"[403, 222, 24]","[11902, 31038, 739192299]"
,"[403, 222, 429]","[29181, 6577, 803667086]"
,"[527, 845, 7]","[44424, 61221, 713339306]"
,"[527, 845, 337]","[11410, 47212, 114369973]"
,"[913, 632, 36]","[78620, 47379, 655318992]"
,"[913, 632, 129]","[29146, 26269, 514624182]"
,"[364, 6, 44]","[18409, 48236, 86888936]"
,"[364, 6, 335]","[27276, 29643, 573179476]"
,"[336, 305, 27]","[56820, 99317, 229852286]"
,"[336, 305, 154]","[75474, 80130, 484125794]"
,"[5, 358, 16]","[45634, 37878, 466241472]"
,"[5, 358, 305]","[71639, 20041, 750786313]"
,"[363, 9, 11]","[25184, 66398, 364084182]"
,"[363, 9, 320]","[62122, 25907, 129957756]"
,"[503, 202, 10]","[16922, 48357, 480527188]"
,"[503, 202, 370]","[28180, 29234, 939592478]"
,"[526, 920, 14]","[35611, 4909, 962813542]"
,"[526, 920, 310]","[41115, 25191, 267697849]"
,"[126, 935, 36]","[73853, 75894, 980414725]"
,"[126, 935, 103]","[84512, 1083, 831534209]"
,"[159, 787, 47]","[86829, 22398, 451995263]"
,"[159, 787, 228]","[44489, 79515, 161754326]"
,"[231, 481, 30]","[56992, 52670, 356355222]"
,"[231, 481, 291]","[2811, 74191, 253356734]"
,"[306, 373, 32]","[63286, 26313, 867375428]"
,"[306, 373, 193]","[5870, 7421, 106221429]"
,"[549, 831, 22]","[54098, 25751, 593036058]"
,"[549, 831, 155]","[71290, 9229, 509318256]"
,"[449, 672, 33]","[64092, 17152, 720943153]"
,"[449, 672, 182]","[19941, 1911, 866226653]"
,"[143, 362, 32]","[11453, 1384, 676390913]"
,"[143, 362, 102]","[94489, 24707, 929472470]"
,"[367, 904, 50]","[22718, 67568, 967022104]"
,"[367, 904, 201]","[28870, 11237, 88488961]"
,"[113, 194, 23]","[8694, 723, 936345873]"
,"[113, 194, 120]","[24611, 80104, 917680108]"
,"[136, 404, 31]","[60559, 38373, 509499547]"
,"[136, 404, 480]","[20111, 93281, 854578722]"
,"[339, 922, 7]","[98909, 78363, 975315842]"
,"[339, 922, 182]","[48803, 57052, 752980450]"
,"[682, 203, 35]","[98892, 37850, 454713411]"
,"[682, 203, 440]","[85854, 75215, 682425086]"
,"[272, 121, 31]","[38836, 64152, 752305293]"
,"[272, 121, 350]","[9625, 32340, 749554679]"
,"[563, 507, 48]","[5621, 59808, 856418522]"
,"[563, 507, 465]","[18811, 2493, 451966939]"
,"[130, 332, 30]","[13925, 885, 194698792]"
,"[130, 332, 356]","[66147, 31667, 295976895]"
,"[743, 945, 29]","[75024, 56235, 685694941]"
,"[743, 945, 167]","[193, 52968, 671864101]"
,"[112, 980, 11]","[86024, 14117, 416901086]"
,"[112, 980, 110]","[98192, 36257, 750841653]"
,"[129, 159, 27]","[72575, 27989, 123601354]"
,"[129, 159, 356]","[24397, 26370, 33731735]"
,"[13, 785, 48]","[52064, 66584, 79717549]"
,"[13, 785, 221]","[22683, 41829, 786275605]"
,"[53, 694, 26]","[66494, 62133, 566169512]"
,"[53, 694, 319]","[14789, 84390, 676875600]"
,"[999, 611, 5]","[11089, 88313, 65531148]"
,"[999, 611, 322]","[17134, 45015, 189999846]"
,"[491, 296, 23]","[64081, 5386, 953408391]"
,"[491, 296, 348]","[55931, 83697, 105811793]"
,"[84, 779, 32]","[18313, 18425, 419344251]"
,"[84, 779, 226]","[4721, 89009, 449501371]"
,"[632, 156, 37]","[90768, 12453, 308798732]"
,"[632, 156, 195]","[95960, 22709, 268791673]"
,"[255, 287, 12]","[40963, 72147, 465047187]"
,"[255, 287, 234]","[35697, 10747, 318256100]"
,"[717, 253, 47]","[44108, 97443, 908313198]"
,"[717, 253, 319]","[67020, 24013, 243176235]"
,"[203, 485, 50]","[8205, 26277, 939651304]"
,"[203, 485, 500]","[91303, 70410, 839750716]"
,"[829, 105, 49]","[39496, 21620, 601376427]"
,"[829, 105, 473]","[61102, 26038, 246515536]"
,"[514, 625, 16]","[26267, 2819, 472888183]"
,"[514, 625, 196]","[58401, 26648, 500757951]"
,"[875, 605, 45]","[48399, 27937, 332784648]"
,"[875, 605, 424]","[65464, 35574, 500037680]"
,"[152, 234, 12]","[36393, 49726, 319149230]"
,"[152, 234, 167]","[1510, 19714, 207266056]"
,"[410, 39, 22]","[1958, 46414, 886804706]"
,"[410, 39, 198]","[46497, 84846, 329883402]"
,"[951, 149, 32]","[90989, 10612, 137522085]"
,"[951, 149, 109]","[15004, 20550, 331280589]"
,"[631, 204, 10]","[19043, 68196, 967073117]"
,"[631, 204, 126]","[27783, 43666, 814268049]"
,"[389, 417, 38]","[83683, 78263, 674696969]"
,"[389, 417, 256]","[33343, 51596, 992672555]"
,"[716, 648, 19]","[8821, 7796, 706777979]"
,"[716, 648, 213]","[54034, 1687, 967188295]"
,"[344, 436, 35]","[81969, 15565, 960078787]"
,"[344, 436, 131]","[36826, 6492, 259743999]"
,"[522, 437, 46]","[30304, 50496, 532257244]"
,"[522, 437, 126]","[55974, 77634, 763642592]"
,"[311, 112, 22]","[14666, 17871, 238279157]"
,"[311, 112, 286]","[45965, 88571, 865069349]"
,"[287, 965, 27]","[58616, 75149, 113013858]"
,"[287, 965, 464]","[3753, 1318, 682141691]"
,"[428, 252, 25]","[24606, 25712, 104575197]"
,"[428, 252, 124]","[52089, 59324, 763411084]"
,"[186, 41, 5]","[48652, 93011, 816522743]"
,"[186, 41, 126]","[97395, 79937, 9519258]"
,"[676, 762, 25]","[51772, 23318, 36307311]"
,"[676, 762, 208]","[64379, 1040, 613132887]"
,"[292, 483, 22]","[96433, 68795, 419038990]"
,"[292, 483, 410]","[58931, 89324, 617363798]"
,"[103, 441, 16]","[43550, 11251, 318610824]"
,"[103, 441, 229]","[26402, 93372, 67306112]"
,"[971, 503, 28]","[52732, 48948, 749427601]"
,"[971, 503, 271]","[65952, 47345, 340094122]"
,"[311, 114, 11]","[96539, 64667, 882466269]"
,"[311, 114, 442]","[89639, 58060, 376680592]"
,"[13, 699, 40]","[39930, 36078, 603643030]"
,"[13, 699, 494]","[15956, 82821, 796999199]"
,"[882, 133, 26]","[49385, 5519, 719573625]"
,"[882, 133, 284]","[57372, 11410, 527353647]"
,"[759, 829, 28]","[21674, 97866, 85736043]"
,"[759, 829, 480]","[46490, 53470, 439097266]"
,"[797, 603, 38]","[25337, 77131, 459444994]"
,"[797, 603, 409]","[23487, 59710, 638724934]"
,"[380, 243, 46]","[47296, 35569, 704299627]"
,"[380, 243, 241]","[81823, 26116, 62564193]"
,"[215, 598, 29]","[38403, 7056, 719412714]"
,"[215, 598, 144]","[56253, 97033, 869488984]"
,"[908, 108, 13]","[37487, 73304, 846721553]"
,"[908, 108, 422]","[58635, 10043, 11864028]"
,"[760, 616, 12]","[18739, 61878, 794576152]"
,"[760, 616, 121]","[0, 35268, 657794083]"
,"[600, 991, 46]","[27142, 87269, 803350447]"
,"[600, 991, 197]","[74921, 50075, 888835774]"
,"[197, 721, 33]","[88258, 35768, 109351635]"
,"[197, 721, 150]","[13160, 61761, 511302587]"
,"[76, 964, 39]","[85336, 33843, 311598856]"
,"[76, 964, 416]","[80366, 36762, 38115363]"
,"[351, 308, 35]","[16072, 31503, 408475441]"
,"[351, 308, 489]","[11149, 53776, 900934953]"
,"[206, 546, 14]","[5358, 60346, 340723526]"
,"[206, 546, 122]","[73909, 81097, 125595453]"
,"[130, 196, 31]","[13132, 3729, 884400461]"
,"[130, 196, 381]","[7420, 93793, 756481432]"
,"[728, 258, 40]","[3061, 8610, 854591204]"
,"[728, 258, 277]","[18877, 97508, 972419704]"
,"[916, 374, 33]","[70610, 28105, 697053265]"
,"[916, 374, 422]","[57643, 5099, 161209828]"
,"[734, 120, 32]","[45775, 95334, 438057090]"
,"[734, 120, 134]","[22938, 4200, 153175545]"
,"[494, 429, 38]","[91607, 70248, 874223791]"
,"[494, 429, 357]","[30379, 47697, 434170076]"
,"[809, 22, 15]","[16864, 83029, 58344671]"
,"[809, 22, 406]","[39086, 28683, 762139752]"
,"[280, 713, 13]","[66191, 76275, 687600890]"
,"[280, 713, 248]","[45383, 6930, 61080467]"
,"[46, 978, 41]","[43777, 36026, 73626369]"
,"[46, 978, 131]","[28673, 8889, 417496514]"
,"[813, 995, 49]","[41623, 68975, 767674174]"
,"[813, 995, 197]","[60830, 15562, 162496245]"
,"[758, 834, 30]","[6114, 46369, 57548043]"
,"[758, 834, 353]","[14377, 17075, 157712258]"
,"[701, 545, 37]","[86913, 26760, 944475405]"
,"[701, 545, 138]","[17789, 63303, 86415459]"
,"[169, 448, 37]","[95435, 29758, 162757121]"
,"[169, 448, 296]","[2969, 78549, 65629699]"
,"[575, 798, 29]","[40578, 50292, 413553240]"
,"[575, 798, 305]","[90131, 15573, 149074037]"
,"[621, 278, 18]","[81050, 52538, 889206483]"
,"[621, 278, 194]","[31822, 9781, 912718705]"
,"[3, 163, 41]","[9382, 47910, 423039919]"
,"[3, 163, 211]","[75421, 62235, 108451843]"
,"[606, 713, 5]","[93989, 61759, 748235430]"
,"[606, 713, 362]","[9278, 54453, 139365952]"
,"[466, 515, 50]","[54749, 65415, 963781524]"
,"[466, 515, 468]","[73095, 17071, 973331914]"
,"[537, 265, 24]","[10281, 35520, 380671559]"
,"[537, 265, 212]","[85188, 50465, 500902130]"
,"[303, 725, 22]","[96363, 36868, 769622694]"
,"[303, 725, 382]","[59164, 43000, 38137819]"
,"[121, 175, 19]","[22120, 53169, 131589704]"
,"[121, 175, 123]","[86443, 46958, 559546470]"
,"[546, 243, 23]","[54674, 14161, 593451708]"
,"[546, 243, 120]","[82104, 49475, 76787052]"
,"[654, 151, 22]","[96619, 31249, 327918288]"
,"[654, 151, 168]","[58832, 8966, 534196005]"
,"[276, 894, 8]","[52653, 82296, 100147267]"
,"[276, 894, 428]","[86489, 25543, 920952306]"
,"[254, 843, 18]","[59334, 75416, 587886945]"
,"[254, 843, 373]","[71044, 94217, 444688766]"
,"[118, 1, 46]","[60909, 38643, 951821722]"
,"[118, 1, 277]","[32952, 76686, 830095816]"
,"[647, 619, 28]","[46808, 78552, 513941378]"
,"[647, 619, 266]","[28522, 57893, 596753698]"
,"[85, 969, 50]","[55816, 86410, 180366822]"
,"[85, 969, 381]","[53142, 46137, 741380726]"
,"[270, 739, 13]","[77603, 15821, 920660532]"
,"[270, 739, 309]","[16076, 62731, 648989189]"
,"[919, 626, 23]","[81399, 51149, 209387591]"
,"[919, 626, 266]","[74471, 10776, 74124920]"
,"[58, 640, 5]","[63709, 78258, 185074771]"
,"[58, 640, 282]","[84147, 28574, 759950676]"
,"[224, 748, 22]","[70886, 65661, 545908798]"
,"[224, 748, 190]","[30628, 35916, 19125086]"
,"[262, 994, 6]","[87875, 23920, 708646940]"
,"[262, 994, 375]","[82098, 48778, 541881828]"
,"[673, 888, 42]","[50606, 21473, 439030687]"
,"[673, 888, 154]","[27694, 69641, 31065402]"
,"[739, 763, 49]","[67648, 49855, 653747485]"
,"[739, 763, 295]","[21526, 59835, 254560842]"
,"[968, 669, 21]","[16750, 14936, 15438852]"
,"[968, 669, 420]","[88770, 98651, 564521099]"
,"[649, 618, 40]","[59769, 31223, 509464115]"
,"[649, 618, 205]","[59090, 39069, 185811339]"
,"[836, 452, 19]","[84150, 38505, 332300898]"
,"[836, 452, 266]","[32061, 41760, 943908459]"
,"[275, 208, 42]","[55835, 39196, 553631015]"
,"[275, 208, 422]","[295, 63120, 539886390]"
,"[827, 878, 30]","[74905, 33376, 60963449]"
,"[827, 878, 179]","[51635, 17332, 470091441]"
,"[456, 237, 32]","[75286, 28737, 48221988]"
,"[456, 237, 288]","[44049, 60986, 640876608]"
,"[151, 923, 35]","[99044, 51101, 332148299]"
,"[151, 923, 147]","[30465, 71986, 592245600]"
,"[507, 185, 34]","[58798, 25143, 223039643]"
,"[507, 185, 194]","[37334, 93042, 403084890]"
,"[835, 883, 16]","[21079, 21460, 305833535]"
,"[835, 883, 196]","[92876, 52712, 299928623]"
,"[583, 502, 16]","[35551, 16454, 576505449]"
,"[583, 502, 431]","[59627, 21521, 183252277]"
,"[288, 21, 24]","[29117, 13084, 991799836]"
,"[288, 21, 183]","[95722, 82318, 202039581]"
,"[906, 181, 30]","[1017, 36134, 976055115]"
,"[906, 181, 451]","[245, 781, 685468587]"
,"[622, 192, 9]","[43840, 8501, 174855768]"
,"[622, 192, 173]","[96365, 80552, 276900877]"
,"[73, 436, 20]","[69290, 54472, 660679636]"
,"[73, 436, 332]","[24821, 43140, 851825996]"
,"[930, 660, 30]","[2645, 39019, 652459749]"
,"[930, 660, 151]","[47030, 25696, 467664575]"
,"[741, 539, 13]","[85054, 37445, 53463827]"
,"[741, 539, 472]","[30792, 99099, 377940673]"
,"[768, 827, 5]","[20886, 57550, 40201933]"
,"[768, 827, 408]","[28009, 88230, 679268335]"
,"[102, 386, 29]","[22090, 784, 214574961]"
,"[102, 386, 110]","[55030, 82641, 795196606]"
,"[112, 846, 5]","[10035, 29466, 409166528]"
,"[112, 846, 490]","[18375, 52373, 238330431]"
,"[850, 659, 7]","[75397, 70963, 252405796]"
,"[850, 659, 167]","[65872, 36037, 986994446]"
,"[254, 788, 10]","[90711, 24385, 316273500]"
,"[254, 788, 237]","[71368, 10849, 160797600]"
,"[146, 961, 45]","[7886, 244, 603963367]"
,"[146, 961, 407]","[79335, 45923, 289946394]"
,"[13, 811, 5]","[11538, 29410, 399492719]"
,"[13, 811, 154]","[18446, 54169, 135177736]"
,"[555, 753, 26]","[21198, 66712, 619119363]"
,"[555, 753, 462]","[92964, 66955, 99122069]"
,"[87, 207, 13]","[2295, 71870, 379353397]"
,"[87, 207, 345]","[5580, 4571, 34214674]"
,"[777, 576, 33]","[96029, 78592, 104987962]"
,"[777, 576, 183]","[95413, 78684, 524204358]"
,"[314, 339, 35]","[51242, 43978, 502871992]"
,"[314, 339, 179]","[78002, 38892, 126110129]"
,"[249, 57, 39]","[6753, 47719, 40289684]"
,"[249, 57, 454]","[24648, 13250, 630546477]"
,"[273, 642, 39]","[64693, 97604, 88907241]"
,"[273, 642, 163]","[10724, 15284, 798781639]"
,"[21, 844, 7]","[59802, 85871, 7059993]"
,"[21, 844, 152]","[70212, 63990, 601961366]"
,"[557, 303, 11]","[97914, 18528, 164460775]"
,"[557, 303, 361]","[30684, 67344, 356966239]"
,"[907, 856, 31]","[43730, 38886, 897471402]"
,"[907, 856, 172]","[64957, 53904, 704426648]"
,"[1, 934, 19]","[66325, 34148, 498297064]"
,"[1, 934, 112]","[49776, 63028, 336253661]"
,"[232, 437, 29]","[4309, 90507, 683757927]"
,"[232, 437, 175]","[50883, 26037, 300635183]"
,"[361, 671, 23]","[33134, 61236, 8709447]"
,"[361, 671, 215]","[76568, 35627, 309012172]"
,"[943, 900, 48]","[39114, 23388, 531067099]"
,"[943, 900, 296]","[34394, 6831, 513845187]"
,"[703, 905, 50]","[53237, 55265, 301198976]"
,"[703, 905, 157]","[39016, 37701, 125802649]"
,"[503, 173, 12]","[6411, 49470, 130769196]"
,"[503, 173, 214]","[75156, 21767, 49735957]"
,"[104, 979, 23]","[67229, 83199, 335043332]"
,"[104, 979, 282]","[98472, 8984, 756550896]"
,"[78, 630, 26]","[18145, 18584, 158832099]"
,"[78, 630, 160]","[4770, 93217, 254714937]"
,"[369, 945, 10]","[96072, 70860, 530240893]"
,"[369, 945, 122]","[89735, 56713, 484775031]"
,"[619, 154, 16]","[27204, 89228, 574008293]"
,"[619, 154, 319]","[95596, 39647, 147330936]"
,"[543, 342, 43]","[76611, 95657, 70749344]"
,"[543, 342, 192]","[66700, 40280, 931247841]"
,"[695, 435, 14]","[49858, 12485, 152934243]"
,"[695, 435, 441]","[18132, 31803, 621251062]"
,"[703, 308, 44]","[14227, 65992, 145322739]"
,"[703, 308, 246]","[39221, 97295, 391721768]"
,"[356, 896, 11]","[87891, 95286, 955350536]"
,"[356, 896, 238]","[12680, 97263, 981250170]"
,"[938, 511, 47]","[37411, 96555, 36319129]"
,"[938, 511, 288]","[97144, 53915, 883508786]"
,"[955, 271, 50]","[48296, 30739, 317625512]"
,"[955, 271, 139]","[5473, 21692, 665013657]"
,"[807, 2, 14]","[23714, 51475, 954881259]"
,"[807, 2, 498]","[50585, 65034, 912447823]"
,"[671, 150, 25]","[88855, 28533, 113370155]"
,"[671, 150, 175]","[55439, 59312, 571916348]"
,"[399, 457, 35]","[83529, 45429, 30073098]"
,"[399, 457, 134]","[40225, 24716, 531349181]"
,"[115, 591, 32]","[99756, 34629, 306362963]"
,"[115, 591, 472]","[31307, 8992, 800275438]"
,"[285, 148, 10]","[78395, 58410, 743326368]"
,"[285, 148, 265]","[47706, 33935, 145754939]"
,"[130, 186, 29]","[29394, 76101, 487144687]"
,"[130, 186, 280]","[20416, 67268, 9352245]"
,"[326, 506, 32]","[13804, 93762, 796028130]"
,"[326, 506, 346]","[98700, 73337, 530519230]"
,"[710, 996, 31]","[2984, 44522, 790181113]"
,"[710, 996, 408]","[22544, 67044, 273557405]"
,"[812, 651, 26]","[46367, 30680, 707819856]"
,"[812, 651, 170]","[12151, 15293, 382697359]"
,"[821, 966, 46]","[69351, 59539, 45831003]"
,"[821, 966, 225]","[59685, 78610, 84689904]"
,"[392, 428, 40]","[86821, 88124, 281722489]"
,"[392, 428, 354]","[72371, 91897, 113261041]"
,"[551, 546, 36]","[91005, 88254, 841734227]"
,"[551, 546, 372]","[24704, 78990, 556310113]"
,"[549, 841, 19]","[21393, 76116, 551703450]"
,"[549, 841, 296]","[9782, 82408, 6926207]"
,"[85, 594, 50]","[95809, 67475, 423549961]"
,"[85, 594, 315]","[5372, 39740, 288416625]"
,"[539, 591, 49]","[82572, 13033, 371699421]"
,"[539, 591, 483]","[77262, 29315, 566562036]"
,"[224, 719, 10]","[43064, 6967, 917512217]"
,"[224, 719, 220]","[77516, 70473, 75906907]"
,"[370, 2, 18]","[68575, 8857, 301193867]"
,"[370, 2, 108]","[76650, 49435, 747109646]"
,"[371, 571, 35]","[74316, 54403, 290764240]"
,"[371, 571, 168]","[84473, 47623, 227369497]"
,"[943, 112, 8]","[31544, 95863, 489132887]"
,"[943, 112, 278]","[12520, 95654, 341028967]"
,"[369, 869, 13]","[77066, 61575, 784646187]"
,"[369, 869, 250]","[34381, 30118, 246294391]"
,"[471, 147, 40]","[24951, 39075, 223236405]"
,"[471, 147, 315]","[35716, 9294, 133349365]"
,"[248, 215, 19]","[82103, 66213, 191024672]"
,"[248, 215, 128]","[83480, 97074, 966169114]"
,"[764, 141, 12]","[47568, 84418, 110102714]"
,"[764, 141, 456]","[36669, 69965, 428899721]"
,"[720, 146, 29]","[96793, 90336, 268839290]"
,"[720, 146, 475]","[3594, 18700, 179416835]"
,"[26, 712, 32]","[76813, 34361, 690971654]"
,"[26, 712, 290]","[65771, 31361, 63543539]"
,"[55, 718, 11]","[90687, 98626, 160984712]"
,"[55, 718, 439]","[84328, 18687, 9356594]"
,"[595, 75, 35]","[96545, 39658, 556748751]"
,"[595, 75, 404]","[57395, 22261, 565001907]"
,"[891, 161, 6]","[58703, 40393, 715043497]"
,"[891, 161, 175]","[29454, 85511, 660999651]"
,"[374, 144, 10]","[36981, 24893, 740692973]"
,"[374, 144, 225]","[45899, 73116, 418933319]"
,"[78, 12, 41]","[17682, 15451, 256237438]"
,"[78, 12, 313]","[82587, 15910, 977729586]"
,"[153, 783, 16]","[69892, 83888, 290307870]"
,"[153, 783, 340]","[10458, 94149, 601744396]"
,"[761, 143, 38]","[5222, 95018, 513127084]"
,"[761, 143, 457]","[15339, 83283, 477891331]"
,"[971, 306, 35]","[73643, 6621, 605590932]"
,"[971, 306, 310]","[72787, 70119, 422017037]"
,"[739, 345, 33]","[49083, 75593, 557629446]"
,"[739, 345, 500]","[46163, 39483, 75538567]"
,"[660, 711, 5]","[64610, 27063, 190874035]"
,"[660, 711, 246]","[25406, 38665, 694524530]"
,"[113, 159, 8]","[20706, 43709, 133772928]"
,"[113, 159, 428]","[25896, 66142, 856207162]"
,"[32, 618, 16]","[57229, 15384, 471453736]"
,"[32, 618, 357]","[41837, 84252, 340366885]"
,"[164, 11, 30]","[54807, 42813, 69498082]"
,"[164, 11, 316]","[60347, 26760, 693742308]"
,"[696, 970, 34]","[88995, 81669, 277197236]"
,"[696, 970, 383]","[22119, 52570, 162807897]"
,"[728, 849, 21]","[96764, 4179, 692417630]"
,"[728, 849, 392]","[82612, 82706, 454052969]"
,"[513, 313, 50]","[13357, 74801, 959735550]"
,"[513, 313, 216]","[38456, 96965, 236106182]"
,"[433, 953, 15]","[34525, 67957, 402216988]"
,"[433, 953, 239]","[21540, 3558, 827693466]"
,"[996, 94, 38]","[46749, 68650, 815564436]"
,"[996, 94, 293]","[34615, 59697, 783223265]"
,"[973, 128, 18]","[90753, 83719, 893144135]"
,"[973, 128, 305]","[18, 70739, 368398071]"
,"[633, 57, 19]","[37642, 97740, 78148639]"
,"[633, 57, 300]","[89935, 16926, 307880318]"
,"[188, 842, 40]","[93585, 35727, 523897138]"
,"[188, 842, 409]","[68429, 72791, 985628365]"
